ID,Предмет,Класс,Задание,ЕстьАудио,ЕстьКартинки
vpr_sd_945741,literature,8,"Акакий Акакиевич начал было отговариваться, но все стали говорить, что неучтиво, что просто стыд и срам, и он уж никак не мог отказаться. Впрочем, ему потом сделалось приятно, когда вспомнил, что он будет иметь чрез то случай пройтись даже и ввечеру в новой шинели. Этот весь день был для Акакия Акакиевича точно самый большой торжественный праздник. Он возвратился домой в самом счастливом расположе",Нет,Нет
vpr_sd_945751,literature,8,"Господин оценил преданность и у самой пожарной команды, у окна, из которого слышалось приятное ворчание валторны, наградил пса вторым куском поменьше, золотников на пять. Эх, чудак. Подманивает меня. Не беспокойтесь! Я и сам никуда не уйду. За вами буду двигаться, куда ни прикажете. — Фить-фить-фить! Сюда! В Обухов? Сделайте одолжение. Очень хорошо известен нам этот переулок. Фить-фить! Сюда? С уд",Нет,Нет
vpr_sd_945831,literature,8,"МНЕ ТРУДНО БЕЗ РОССИИ Земля, и человек, и та или другая Страна, особенно для сердца дорогая, Чей радует обычай и язык, Чьё имя связывать ты с жребием привык, Тебе назначенным. Великая утрата — Остаться без неё... А может быть, тогда-то Такую (и такое) потеряв, Но ей чужим или врагом не став, — Тогда-то, может быть, и чувствуешь впервые Всю жизни глубину... Мне трудно без России... Мне трудно, пото",Нет,Нет
vpr_sd_945867,literature,8,"РОССИЯ Опять, как в годы золотые, Три стёртых треплются шлеи, И вязнут спицы расписные В расхлябанные колеи... Россия, нищая Россия, Мне избы серые твои, Твои мне песни ветровые, — Как слёзы первые любви! Тебя жалеть я не умею И крест свой бережно несу... Какому хочешь чародею Отдай разбойную красу! Пускай заманит и обманет, — Не пропадёшь, не сгинешь ты, И лишь забота затуманит Твои прекрасные че",Нет,Нет
vpr_sd_945883,literature,8,"Когда и в какое время он поступил в департамент и кто определил его, этого никто не мог припомнить. Сколько ни переменялось директоров и всяких начальников, его видели все на одном и том же месте, в том же положении, в той же самой должности, тем же чиновником для письма, так что потом уверились, что он, видно, так и родился на свет уже совершенно готовым, в вицмундире и с лысиной на голове. В деп",Нет,Нет
vpr_sd_945813,literature,8,"Сегодня был день печальный, дождливый, без просвета, точно будущая старость моя. Меня теснят такие странные мысли, такие темные ощущения, такие еще неясные для меня вопросы толпятся в моей голове, — а как-то нет ни силы, ни хотения их разрешить. Не мне разрешить всё это! Сегодня мы не увидимся. Вчера, когда мы прощались, облака стали заволакивать небо и подымался туман. Я сказал, что завтра будет ",Нет,Нет
vpr_sd_945823,literature,8,"Какое литературное произведение о любви к Родине, рассмотренное Вами на уроках литературы в этом учебном году или прочитанное самостоятельно, Вы бы посоветовали прочитать своим друзьям? Чему оно может научить современного читателя? Дайте развёрнутый ответ, опираясь на текст выбранного Вами произведения.",Нет,Нет
vpr_sd_945890,literature,8,"Какое литературное произведение, рассмотренное Вами на уроках литературы в этом учебном году или прочитанное самостоятельно, раскрывает тему чести и бесчестия? Чему учит это произведение? Дайте развёрнутый ответ, опираясь на текст выбранного Вами произведения.",Нет,Нет
vpr_sd_945748,literature,8,"Какое литературное произведение, рассмотренное в этом году на уроках или прочитанное самостоятельно, показалось Вам интересным для современного читателя? Чем именно? Дайте развёрнутый ответ, опираясь на текст выбранного Вами произведения.",Нет,Нет
vpr_sd_945914,literature,8,"Напишите мини-сочинение. Старайтесь чётко отвечать на поставленные вопросы, следите за логикой своих рассуждений. Опирайтесь на текст выбранного Вами произведения. Объём высказывания — не менее 80 слов. Какое литературное произведение, рассмотренное в этом году на уроках или прочитанное самостоятельно, раскрывает тему становления человека, осознания им жизненных ценностей? Чему именно Вас научило ",Нет,Нет
vpr_sd_945794,literature,8,"Какое литературное произведение о человеческих пороках, рассмотренное Вами на уроках литературы в этом учебном году или прочитанное самостоятельно, Вы бы посоветовали прочитать своим друзьям? Чему оно может научить родителей? Дайте развёрнутый ответ, опираясь на текст выбранного Вами произведения.",Нет,Нет
vpr_sd_945837,literature,8,"Какое литературное произведение, рассмотренное Вами на уроках литературы в этом учебном году или прочитанное самостоятельно, Вы бы посоветовали почитать своим друзьям, чтобы поразмышлять над проблемой настоящего искусства? Чему учит это произведение? Дайте развёрнутый ответ, опираясь на текст выбранного Вами произведения.",Нет,Нет
vpr_sd_945786,literature,8,"Какое литературное произведение, рассмотренное Вами на уроках литературы в этом учебном году или прочитанное самостоятельно, Вы бы посоветовали прочитать своим друзьям в трудные минуты жизни? Чему оно может научить? Дайте развёрнутый ответ, опираясь на текст выбранного Вами произведения.",Нет,Нет
vpr_sd_945878,literature,8,"Какое литературное произведение о вере в мечту, рассмотренное Вами на уроках литературы в этом учебном году или прочитанное самостоятельно, Вы бы посоветовали почитать своим друзьям? Чему учит это произведение? Дайте развёрнутый ответ, опираясь на текст выбранного Вами произведения. Человек должен обязательно следовать за своей мечтой, потому что она окрыляет, даёт силы, помогает делать новые важн",Нет,Нет
vpr_sd_945722,literature,8,"Герой какого литературного произведения, рассмотренного в этом году на уроках или прочитанного самостоятельно, близок Вам по духу? Чем именно? Дайте развёрнутый ответ, опираясь на текст выбранного Вами произведения.",Нет,Нет
vpr_sd_945866,literature,8,"Какое литературное произведение, рассмотренное Вами на уроках литературы в этом учебном году или прочитанное самостоятельно, Вы бы посоветовали почитать своим друзьям, чтобы поучиться быть патриотами своей Родины? Чему учит это произведение? Дайте развёрнутый ответ, опираясь на текст выбранного Вами произведения.",Нет,Нет
vpr_sd_945830,literature,8,"Какое литературное произведение, рассмотренное Вами на уроках литературы в этом учебном году или прочитанное самостоятельно, на Ваш взгляд, можно считать патриотическим? Чему оно может научить современного читателя? Дайте развёрнутый ответ, опираясь на текст выбранного Вами произведения.",Нет,Нет
vpr_sd_945808,literature,8,"Какое литературное произведение о любви, рассмотренное Вами на уроках литературы в этом учебном году или прочитанное самостоятельно, Вы бы посоветовали прочитать своим друзьям? Чему оно может научить современного читателя? Дайте развёрнутый ответ, опираясь на текст выбранного Вами произведения.",Нет,Нет
vpr_sd_945773,literature,8,"Какое литературное произведение, рассмотренное Вами на уроках литературы в этом учебном году или прочитанное самостоятельно, Вы бы посоветовали прочитать своим друзьям в период определения жизненной цели? Чему оно может научить? Дайте развёрнутый ответ, опираясь на текст выбранного Вами произведения.",Нет,Нет
vpr_sd_945801,literature,8,"Какое литературное произведение, рассмотренное Вами на уроках литературы в этом учебном году или прочитанное самостоятельно, Вы бы посоветовали прочитать своим родителям, когда они не понимают Вас? Чему оно может научить родителей? Дайте развёрнутый ответ, опираясь на текст вы-бранного Вами произведения.",Нет,Нет
vpr_sd_945864,literature,8,"У-у-у-у-у-у-гу-гугу-уу! О, гляньте, гляньте на меня, я погибаю! Вьюга в подворотне ревет мне отходную, и я вою с нею. Пропал я, пропал! Негодяй в грязном колпаке — повар столовой нормального питания служащих Центрального Совета Народного Хозяйства — плеснул в меня кипятком и обварил мне левый бок. Какая гадина, а еще пролетарий! Господи, боже мой, как больно! До костей проело кипяточком. Я теперь ",Нет,Нет
vpr_sd_945898,literature,8,"ЯВЛЕНИЕ VII Те же, г-жа Простакова и Митрофан Г-жа Простакова. Пока он отдыхает, друг мой, ты хоть для виду поучись, чтоб дошло до ушей его, как ты трудишься, Митрофанушка. Митрофан. Ну! А там что? Г-жа Простакова. А там и женишься. Митрофан. Слушай, матушка, я те потешу. Поучусь; только чтоб это был последний раз и чтоб сегодни ж быть сговору. Г-жа Простакова. Придет час воли Божией! Митрофан. Ча",Нет,Нет
vpr_sd_945779,literature,8,"Очнувшись, я несколько времени не мог опомниться и не понимал, что со мною сделалось. Я лежал на кровати, в незнакомой горнице, и чувствовал большую слабость. Передо мною стоял Савельич со свечкою в руках. Кто-то бережно развивал перевязи, которыми грудь и плечо были у меня стянуты. Мало-помалу мысли мои прояснились. Я вспомнил свой поединок и догадался, что был ранен. В эту минуту скрыпнула дверь",Нет,Нет
vpr_sd_945851,literature,8,"* * * У птицы есть гнездо, у зверя есть нора. Как горько было сердцу молодому, Когда я уходил с отцовского двора, Сказать прости родному дому! У зверя есть нора, у птицы есть гнездо, Как бьётся сердце, горестно и громко, Когда вхожу, крестясь, в чужой, наёмный дом С своей уж ветхою котомкой! (И. А. Бунин)",Нет,Нет
vpr_sd_945853,literature,8,"К Чаадаеву Любви, надежды, тихой славы Недолго нежил нас обман, Исчезли юные забавы, Как сон, как утренний туман; Но в нас горит еще желанье, Под гнетом власти роковой Нетерпеливою душой Отчизны внемлем призыванье. Мы ждем с томленьем упованья Минуты вольности святой, Как ждет любовник молодой Минуты верного свиданья. Пока свободою горим, Пока сердца для чести живы, Мой друг, отчизне посвятим Души",Нет,Нет
vpr_sd_945699,math,10,Найдите значение выражения при,Нет,Нет
vpr_sd_945753,math,10,Найдите значение выражения,Нет,Нет
vpr_sd_945785,math,10,Футболка стоила 800 рублей. После снижения цены она стала стоить 680 рублей. На сколько процентов была снижена цена на футболку?,Нет,Нет
vpr_sd_945882,math,10,"Найдите положительное число С , которое нужно расположить между числами А = 81 и В = 9 так, чтобы получилось три последовательных члена А , С и В геометрической прогрессии.",Нет,Нет
vpr_sd_946069,math,10,"Сторона ромба равна 34, а острый угол равен 60°. Высота ромба, опущенная из вершины тупого угла, делит сторону на два отрезка. Каковы длины этих отрезков? Перечислите эти длины в ответе без пробелов в порядке возрастания .",Нет,Нет
vpr_sd_945945,math,10,"В среднем из 100 карманных фонариков, поступивших в продажу, восемь неисправных. Найдите вероятность того, что выбранный наудачу в магазине фонарик окажется исправен.",Нет,Нет
vpr_sd_945909,math,10,"Каждый из 25 учащихся в классе посещает хотя бы один из двух кружков. Известно, что 10 человек занимаются в химическом кружке, а 18 — в биологическом. Сколько учащихся посещают оба кружка?",Нет,Нет
vpr_sd_945395,math,10,"На рисунке изображён график функции Найдите значение x , при котором",Нет,Нет
vpr_sd_945464,math,10,"В коробке лежат три диска. Обе стороны первого цвета апельсина, второго — цвета мякоти грейпфрута, а у третьего одна сторона апельсиновая, а другая грейпфрутовая. Из коробки достают диск и показывают одну из сторон. Вам нужно угадать цвет обратной стороны. Найдите вероятности успеха стратегии называть цвет, противоположный тому, что виден. Результат округлите до сотых.",Нет,Нет
vpr_sd_945311,math,10,В прямоугольном треугольнике ABC с прямым углом C известны катеты: Найдите медиану CK этого треугольника.,Нет,Нет
vpr_sd_945836,math,10,"Дана четырехугольная пирамида SABCD . Выберите из предложенного списка пары скрещивающихся прямых. 1) прямые SD и AB 2) прямые AB и BC 3) прямые AB и SC 4) прямые BC и AD В ответе запишите номера выбранных пар прямых без пробелов, запятых и других дополнительных символов.",Нет,Нет
vpr_sd_945772,math,10,Мобильный телефон стоил 3500 рублей. Через некоторое время цену на эту модель снизили до 2800 рублей. На сколько процентов была снижена цена?,Нет,Нет
vpr_sd_945880,math,10,"Сумма бесконечно убывающей геометрической прогрессии равна 32, а сумма ее первых пяти членов равна 31. Найдите первый член прогрессии.",Нет,Нет
vpr_sd_946036,math,10,"Тангенс острого угла прямоугольной трапеции равен Найдите ее большее основание, если меньшее основание равно высоте и равно 58.",Нет,Нет
vpr_sd_945971,math,10,"Для экзамена подготовили билеты с номерами от 1 до 50. Какова вероятность того, что наугад взятый учеником билет имеет однозначный номер?",Нет,Нет
vpr_sd_945866,math,10,"Из 100 туристов, выехавших в заграничное путешествие, 10 человек не знают ни немецкого, ни французского языков, 76 человек знают немецкий и 83 — французский. Сколько туристов знают оба эти языка?",Нет,Нет
vpr_sd_945469,math,10,"Одновременно бросают 3 игральных кубика. Какова вероятность того, что хотя бы на одном кубике выпало число 1 и ни на одном кубике не выпало число 6? Результат округлите до сотых.",Нет,Нет
vpr_sd_945318,math,10,Найдите значение выражения:,Нет,Нет
vpr_sd_945294,math,10,"Найдите угол АСО , если его сторона СА касается окружности, О — центр окружности, а дуга AD окружности, заключенная внутри этого угла, равна 100°.",Нет,Нет
vpr_sd_945900,math,10,"Дана четырёхугольная пирамида SABCD с вершиной S . Основание ABCD является прямоугольной трапецией с прямыми углами A и D . Отрезок SD перпендикулярен плоскости основания. Выберите из предложенного списка пары перпендикулярных прямых. 1) прямые SA и АВ 2) прямые SA и DB 3) прямые AB и SC 4) прямые SD и CB В ответе запишите номера выбранных пар прямых без пробелов, запятых и других дополнительных с",Нет,Нет
vpr_sd_945808,math,10,"а) Решите уравнение б) Найдите корни этого уравнения, принадлежащие промежутку",Нет,Нет
vpr_sd_945635,math,10,"Постройте график функции и определите, при каких значениях m прямая y = m имеет с графиком ровно две общие точки.",Нет,Нет
vpr_sd_945566,math,10,"В основании прямой призмы лежит прямоугольный треугольник, катеты которого равны 11 и 5. Найдите объём призмы, если её высота равна 4.",Нет,Нет
vpr_sd_945792,math,10,"Спортсмен должен поразить 4 мишени пятью выстрелами. Каждый выстрел попадает в цель с вероятностью 0,4. Какова вероятность того, что он поразит все мишени?",Нет,Нет
vpr_sd_945983,math,10,"В треугольнике ABC известно, что AD — биссектриса. Найдите угол BAD . Ответ дайте в градусах.",Нет,Нет
vpr_sd_946067,math,10,В ромбе ABCD угол ABC равен 72°. Найдите угол ACD . Ответ дайте в градусах.,Нет,Нет
vpr_sd_946045,math,10,"Боковая сторона трапеции равна 5, а один из прилегающих к ней углов равен 30°. Найдите площадь трапеции, если ее основания равны 3 и 9.",Нет,Нет
vpr_sd_946106,math,10,"Площадь прямоугольного треугольника равна Один из острых углов равен 30°. Найдите длину катета, прилежащего к этому углу.",Нет,Нет
