ID,Предмет,Класс,Задание,ЕстьАудио,ЕстьКартинки
vpr_sd_945837,social,6,"Прочитайте фрагмент «Книги джунглей» английского писателя Р. Киплинга. «Отец Волк проснулся после дневного отдыха, зевнул, почесался и одну за другой вытянул свои передние лапы, чтобы прогнать из них остаток тяжести. Волчица Мать лежала, прикрыв своей большой серой мордой четверых барахтавшихся, повизгивавших волчат, а в отверстие их пещеры светила луна. — Огур! — сказал Отец Волк. — Пора мне идти",Нет,Да
vpr_sd_945809,social,6,"Реклама товаров и услуг уверенно вошла в нашу жизнь. Предположите, почему производители и продавцы расходуют средства на рекламу. Какими мотивами помимо рекламы следует руководствоваться при выборе товара (укажите не менее двух мотивов)?",Нет,Да
vpr_sd_946012,social,6,В 2017 г. ВЦИОМ проводил опрос среди российских школьников. Им задавали вопрос: «Располагаете ли Вы карманными деньгами?» (можно было выбрать несколько ответов). Результаты опроса (в % от числа опрошенных) представлены в графической форме. 1. Как ответила наибольшая доля опрошенных? Предположите почему. 2. Много или мало опрошенных школьников имеют сбережения? Выскажите свою позицию по этому вопро,Нет,Да
vpr_sd_945357,social,6,"Установите соответствие между примерами и социальными качествами человека, которые они иллюстрируют: к каждому элементу, данному в первом столбце, подберите соответствующий элемент из второго столбца. ПРИМЕРЫ А) Игорь никогда не нарушает правила поведения на предприятии. Б) Мария хорошо зарабатывает, но она экономна и рационально тратит деньги. В) Павел отличается искренностью и прямотой суждений ",Нет,Нет
vpr_sd_946010,social,6,"Современные средства связи значительно расширяют возможности общения между людьми. 1. Как Вы думаете, почему люди стремятся к общению? 2. Составьте рассказ о своём круге общения, используя следующий план. 1) Кто входит в круг Вашего общения? Почему Вы общаетесь именно с этими людьми/чем они Вас привлекают? 2) Какие неречевые средства Вы используете в личном общении? Почему, по Вашему мнению, в сов",Нет,Нет
vpr_sd_945390,social,6,"Британскому политику ХХ века Уинстону Черчиллю принадлежит следующее высказывание: «Большое преимущество получает тот, кто достаточно рано сделал ошибки, на которых можно учиться». 1. Как Вы понимаете смысл выражения «ошибки, на которых можно учиться»? 2. Дайте своё объяснение смысла высказывания. 3. Как Вы думаете, почему человеку лучше учиться на чужих, а не на своих ошибках?",Нет,Нет
vpr_sd_946050,social,6,Гражданская война в России привела к эмиграции из страны около двух миллионов человек. Взаимосвязь каких сфер общественной жизни иллюстрирует данный пример? Поясните свой ответ.,Нет,Нет
vpr_sd_945736,social,6,"Глобальные проблемы человечества — это те, которые затрагивают все человечество в целом (см фотографию). 1. Какие проблемы в жизни общества возникают в связи с отсутствием бережного отношения человека к природе? 2. Какие ещё глобальные проблемы вы знаете?",Нет,Да
vpr_sd_945719,social,6,"Привлекая обществоведческие знания, составьте краткое (из 5–7 предложений) сообщение об общении с ребенком, используя все приведённые ниже понятия: Личность, общение, ребенок, воспитание, понимание, психологи",Нет,Нет
vpr_sd_946110,social,6,"В стране Z проводился опрос родителей подростков о том, какое влияние средства массовой информации (СМИ) оказывают на развитие, воспитание и образование их детей. Результаты опроса (в % от числа отвечавших) представлены в графическом виде. 1. Как ответила наибольшая доля опрошенных? Предположите почему. 2. Можно ли сказать, что большинство опрошенных оценивают деятельность СМИ положительно? Выскаж",Нет,Да
vpr_sd_945709,social,6,"Русскому писателю А. П. Чехову принадлежит следующее высказывание: «Надо быть ясным умственно, чистым нравственно и опрятным физически». 1. Как Вы понимаете смысл словосочетания «нравственная чистота»? 2. Дайте своё объяснение смысла высказывания. 3. Как Вы думаете, почему важно, чтобы человек был чистым нравственно?",Нет,Нет
vpr_sd_945701,social,6,"Привлекая обществоведческие знания, составьте краткое (из 5—7 предложений) сообщение о нашей стране, используя все приведённые ниже понятия: Российская Федерация, многонациональное государство, субъект Российской Федерации, государственный язык, патриотизм, Родина.",Нет,Нет
vpr_sd_945930,social,6,"Одним из видов деятельности является труд. 1. Как Вы думаете, почему для человека важно заниматься трудовой деятельностью? 2. Составьте рассказ о профессии, которая Вам нравится и хорошо знакома, используя следующий план. 1) Какая профессия Вам нравится? Почему? 2) Как Вы думаете, знание каких школьных предметов необходимо для получения названной Вами профессии? С какими профессиональными трудност",Нет,Нет
vpr_sd_945684,social,6,"В школах города Z студенты педагогического университета провели опрос среди шестиклассников о том, какие дополнительные занятия (кружки, студии, секции и др.) посещает каждый шестиклассник. В опросе приняли участие 62 мальчика и 38 девочек. Результаты опроса (в % от числа отвечавших) представлены в графическом виде. 1. Какой вид занятий посещает наибольшая доля опрошенных? Предположите почему. 2. ",Нет,Да
vpr_sd_945352,social,6,"К сожалению, наша жизнь не обходится без конфликтов, даже с очень близкими нам людьми (см. фотографию). 1. Чем, как правило, руководствуетесь Вы при разрешении конфликтов с близкими и друзьями? (Назовите не менее двух мотивов.) 2. Как Вы думаете, почему возникают конфликты между близкими людьми?",Нет,Да
vpr_sd_946121,social,6,"Каждый гражданин имеет право на образование. 1. Как Вы думаете, почему в соответствии с Конституцией РФ на родителей возложена обязанность обеспечить получение детьми основного общего образования? 2. Составьте рассказ о своей учёбе, используя следующий план: 1) Какие цели Вы ставите перед собой, обучаясь в общеобразовательной школе? Почему достижение поставленных целей для Вас важно? 2) Какие школ",Нет,Нет
vpr_sd_945918,social,6,"Фонд Общественное мнение в январе 2016 г. провёл опрос совершеннолетних россиян о том, сколько примерно времени в день они проводят в Интернете. Результаты опроса (в % от числа отвечавших) представлены в графическом виде. 1. Как ответила наибольшая доля опрошенных? Предположите почему. 2. Много или мало времени наибольшая доля опрошенных проводит в Интернете? Поясните свой ответ. 3. Какой ответ на",Нет,Да
vpr_sd_945385,social,6,"Привлекая обществоведческие знания, составьте краткое (из 5–7 предложений) сообщение о нашей стране, используя все приведённые ниже понятия: Граждане РФ, права и обязанности, референдум, выборы, Президент РФ, Государственная Дума.",Нет,Нет
vpr_sd_945386,social,6,"В нашей стране каждый человек имеет право на труд. 1. Как Вы думаете, почему каждому человеку необходимо трудиться? 2. Составьте рассказ о роли труда в жизни современного человека, используя следующий план. 1) Какие профессии популярны в современном обществе? Почему? 2) В чём состоит ценность домашнего труда? Как связаны трудовая и познавательная деятельность?",Нет,Нет
vpr_sd_945862,social,6,"Среди жителей города Т проводился опрос, в ходе которого респондентам было предложено ответить на вопрос: «Пользуетесь ли Вы регулярно какой-либо библиотекой?» Результаты опроса (в % от числа опрошенных) представлены на диаграмме. Граждане каких двух категорий пользуются библиотекой наиболее часто? Предположите почему (выскажите не менее двух предположений).",Нет,Да
vpr_sd_945867,social,6,"Прочитайте «вредный совет» известного детского писателя Г.Остера. Если вы, не спросив разрешенья войти, В середине урока вбегаете в класс, Не забудьте учителю строго сказать, Что сегодня опять недовольны вы им, Пусть родителям он престарелым своим Передаст, чтобы завтра же в школу пришли. Будет с ними серьёзный у вас разговор, Потому что уже невозможно прощать Безобразные выходки эти его. Почему о",Нет,Нет
vpr_sd_945742,social,6,"Человек не смыслит себя вне общества, а значит и вне общения. (см фотографию) 1. Как вы считаете, может ли человек обойтись в своей жизни без контактов с людьми? 2. Зачем человеку речь?",Нет,Да
vpr_sd_946129,social,6,"Привлекая обществоведческие знания, составьте краткое (из 5—7 предложений) сообщение о нашей стране, используя все приведённые ниже понятия: Российская Федерация, Конституция РФ, столица, государственный флаг, государственный герб, государственный гимн.",Нет,Нет
vpr_sd_945778,social,6,"Потребности выступают в качестве мотивов деятельности, заставляют человека планировать свои действия и предпринимать определенные усилия. 1. В чем заключается различие духовных и физиологических потребностей? 2. Составьте рассказ о духовных потребностях, используя план. — Что составляет духовный мир человека? Почему? — Назовите духовные потребности присущие вам? Какие способы их удовлетворения вы ",Нет,Нет
vpr_sd_946149,social,6,"Писателю Бернарду Шоу принадлежит следующее высказывание: «Я счастлив, потому что мне некогда подумать, что я несчастлив». 1. Как Вы понимаете смысл слова «счастье»? 2. Дайте своё объяснение смысла высказывания. 3. Как Вы думаете, почему все люди стремятся стать счастливыми?",Нет,Нет
vpr_sd_946174,social,6,"В настоящее время многие школьники активно используют интернет-ресурсы для обучения (см. фотографию). 1. Чем использование интернет-ресурсов может помочь школьникам в обучении? Приведите два объяснения. 2. В чём, по Вашему мнению, может проявляться негативное влияние сети Интернет на подростков?",Нет,Да
vpr_sd_946105,social,6,"Привлекая обществоведческие знания, составьте краткое (из 5—7 предложений) сообщение о нашей стране, используя все приведённые ниже понятия: Российская Федерация, субъекты РФ, Конституция РФ, глава государства, Федеральное Собрание РФ, правосудие.",Нет,Нет
vpr_sd_945768,social,7,"Установите соответствие между правоохранительными органами РФ и приведенными функциями: к каждой позиции, данной в первом столбце, подберите соответствующую позицию из второго столбца. ФУНКЦИИ A) охрана общественного порядка Б) надзор за исполнением законов B) раскрытие преступлений Г) координация деятельности правоохранительных органов по борьбе с преступностью Д) розыск лиц, скрывающихся от суда",Нет,Нет
vpr_sd_945672,social,7,"Установите соответствие между примерами и видами экономической деятельности: к каждому элементу, данному в первом столбце, подберите элемент из второго столбца. ПРИМЕРЫ А) покупка рассады овощей Б) посадка в огороде рассады овощей В) уход за растениями в теплице Г) сбор урожая Д) употребление в пищу купленных овощей ВИДЫ ЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ 1) производство 2) обмен 3) потребление Запишите в",Нет,Нет
vpr_sd_945723,social,7,"Установите соответствие между характеристиками и видами социальных норм: к каждому элементу, данному в первом столбце, подберите элемент из второго столбца. ХАРАКТЕРИСТИКИ А) регулирование общественных отношений Б) общеобязательность для всего населения, проживающего на территории определённого государства В) установление общих правил поведения Г) охрана исключительно силой общественного мнения и ",Нет,Нет
vpr_sd_945913,social,7,"В ст. 37 Конституции РФ записано: «Труд свободен. Каждый имеет право свободно распоряжаться своими способностями к труду, выбирать род деятельности и профессию». 1. Объясните, как Вы понимаете смысл фразы: «Труд свободен». 2. Взрослые могут многое рассказать о своей трудовой деятельности, но в школьные годы главная деятельность — это учёба. Проанализируйте своё свободное от учёбы время и место тру",Нет,Нет
vpr_sd_946168,social,7,"Выберите верные суждения и запишите цифры, под которыми они указаны. 1) Общество — это совокупность природных и социальных сил. 2) Расположение социальных групп в обществе можно представить в виде социальной лестницы. 3) Количество ресурсов для производства экономических благ ограничено. 4) Правительство осуществляет законодательную власть в государстве. 5) Нормативный правовой акт принимается ком",Нет,Нет
vpr_sd_945715,social,7,"Центр юридической помощи населению провёл опрос среди граждан различных возрастных групп о том, какие из перечисленных видов гражданско-правовых договоров им чаще всего приходилось заключать. (При ответе можно было выбрать несколько вариантов.) Результаты опроса (в % от числа отвечавших) представлены в графическом виде. 1. Как ответила наибольшая доля опрошенных? Предположите почему. 2. Одни люди ",Нет,Да
vpr_sd_945790,social,7,"Установите соответствие между основными функциями и правоохранительными органами власти Российской Федерации, которые их исполняют. ФУНКЦИИ A) удостоверение верности копии документа, подписи, перевода Б) разрешение конфликтов и споров на основании закона, защита прав и восстановление нарушенных прав и свобод B) обеспечение общественного порядка и безопасности Г) составление завещания Д) выявление,",Нет,Нет
vpr_sd_946120,social,7,"Русскому общественному деятелю, герою Отечественной войны 1812 г. П. И. Пестелю принадлежит высказывание: «Право без предварительной обязанности есть ничто…» 1. Как Вы понимаете смысл понятия «обязанность»? 2. Дайте своё объяснение смысла высказывания. 3. Как Вы думаете, почему в Конституции РФ закреплены обязанности гражданина?",Нет,Нет
vpr_sd_945688,social,7,"Гражданке РФ Марии 12 лет. Найдите в приведённом списке позиции, отражающие её правовой статус, и запишите цифры, под которыми они указаны. 1) совершать мелкие бытовые сделки 2) совершать сделки, направленные на безвозмездное получение выгоды, не требующие нотариального удостоверения либо государственной регистрации 3) быть заслушанной в ходе судебного разбирательства по определению места жительст",Нет,Нет
vpr_sd_945545,social,7,"Конституция провозглашает Россию федеративным государством (см. фотографию). 1. Как Вы думаете: а) что такое Федерация? б) с какой целью субъектам Федерации предоставляется относительная самостоятельность в решении внутренних вопросов субъекта? 2. Какие ещё основы конституционного строя, закреплённые в Конституции РФ, Вы знаете? (Назовите две характеристики.)",Нет,Да
vpr_sd_946130,social,7,"Михаил П. заболел и вызвал врача из муниципальной поликлиники. К какой группе прав (свобод) относится право бесплатно получать медицинскую помощь в муниципальных учреждениях здравоохранения за счёт средств соответствующего бюджета, страховых взносов, других поступлений?",Нет,Нет
vpr_sd_946152,social,7,"Привлекая обществоведческие знания, составьте краткое (из 5–7 предложений) сообщение о праве человека на образование, используя все приведённые ниже понятия. Конституция РФ, право на образование, бесплатность, основное общее образование, права обучающегося, обязанности обучающегося.",Нет,Нет
vpr_sd_945837,social,7,"Привлекая обществоведческие знания, составьте краткое (из 5–7 предложений) сообщение об имуществе и доходах семьи, используя все приведённые ниже понятия. Семья; доходы семьи; заработная плата; подсобное хозяйство; фиксированный доход; имущество.",Нет,Нет
vpr_sd_945866,social,7,"Привлекая обществоведческие знания, составьте краткое (из 5–7 предложений) сообщение о роли законов в общественной жизни, используя все приведённые ниже понятия. Право; законы; государство; порядок; Конституция РФ; юридическая ответственность",Нет,Нет
vpr_sd_946109,social,7,"Привлекая обществоведческие знания, составьте краткое (из 5–7 предложений) сообщение о гражданских правоотношениях, используя все приведённые ниже понятия. Гражданские правоотношения, суд, неприкосновенность собственности, свой интерес, договор, самозащита.",Нет,Нет
vpr_sd_945691,social,7,"Привлекая обществоведческие знания, составьте краткое (из 5–7 предложений) сообщение об обязанностях гражданина РФ, используя все приведённые ниже понятия. Конституция РФ, правовой статус гражданина, права и свободы человека и гражданина, обязанности гражданина РФ, защита Отечества, нравственное чувство.",Нет,Нет
vpr_sd_945787,social,7,"Привлекая обществоведческие знания, составьте краткое (из 5–7 предложений) сообщение о суде в РФ, используя все приведённые ниже понятия. Суд; правосудие; юридическая ответственность; презумпция невиновности; вина; судья.",Нет,Нет
vpr_sd_945873,social,7,"Привлекая обществоведческие знания, составьте краткое (из 5–7 предложений) сообщение правах ребенка в РФ, используя все приведённые ниже понятия. Права ребенка; государство; Уполномоченный по правам ребенка; правовая грамотность; административная ответственность; уголовная ответственность.",Нет,Нет
vpr_sd_945705,social,7,"Привлекая обществоведческие знания, составьте краткое (из 5–7 предложений) сообщение об отклоняющемся поведении, используя все приведённые ниже понятия. Социальные нормы, отклоняющееся поведение, преступление, наркомания, алкоголизм, моральная ответственность.",Нет,Нет
vpr_sd_945808,social,7,"Привлекая обществоведческие знания, составьте краткое (из 5–7 предложений) сообщение о торговле, используя все приведённые ниже понятия. Торговля; производители; потребители; оптовая и розничная торговля; реклама; товар.",Нет,Нет
vpr_sd_945880,social,7,"Привлекая обществоведческие знания, составьте краткое (из 5–7 предложений) сообщение правах и обязанностях человека и гражданина РФ, используя все приведённые ниже понятия. Конституция РФ; конституционные обязанности; конституционные права; гражданские (личные) права; политические права; культурные права.",Нет,Нет
vpr_sd_945698,social,7,"Привлекая обществоведческие знания, составьте краткое (из 5–7 предложений) сообщение о правах и обязанностях детей и родителей в РФ, используя все приведённые ниже понятия. Семейные отношения, Семейный кодекс РФ, особенность родительских прав, обязанности родителей, лишение родительских прав, обязанности совершеннолетних детей в отношении их родителей.",Нет,Нет
vpr_sd_946174,social,7,"Привлекая обществоведческие знания, составьте краткое (из 5–7 предложений) сообщение о морали, используя все приведённые ниже понятия. Мораль, добро, моральный выбор, нравственные принципы, поступки, совесть.",Нет,Нет
vpr_sd_946059,social,7,"Привлекая обществоведческие знания, составьте краткое (из 5–7 предложений) сообщение о юридической ответственности в РФ, используя все приведённые ниже понятия. Юридическая ответственность, правонарушение, государство, суд, лишения личного характера, выплата неустойки.",Нет,Нет
