ID,Предмет,Класс,Задание,ЕстьАудио,ЕстьКартинки
vpr_sd_945522,physics,11,"Электрон в атоме может «скачком» переходить из одного стационарного состояния Е к в другое стационарное состояние Е n . Поглощается квант электромагнитного излучения при этом переходе, если: 1) Е к = Е n 2) Е к > Е n 3) Е к < Е n",Нет,Нет
vpr_sd_945436,physics,11,"Мальчик съезжает на санках с ледяной горки высотой 5 м с углом наклона 19,5° и затем движется по горизонтальному ледяному участку. Изобразите на графике зависимость скорости мальчика от времени в течение пяти секунд, пренебрегая трением и считая его начальную скорость равной нулю. (Ускорение свободного падения примите равным 10 м/с 2 .)",Нет,Нет
vpr_sd_945557,physics,11,"В опыте, изображённом на рисунке, индукционный ток не возникнет, если кольцо будет: 1) замкнутым пластмассовым; 2) замкнутым медным; 3) незамкнутым пластмассовым; 4) замкнутым графитовым; 5) замкнутым алюминиевым; 6) незамкнутым стальным. Выберите три правильных ответа и запишите соответствующие цифры в порядке возрастания.",Нет,Да
vpr_sd_946036,physics,11,"Напряжение измерили при помощи вольтметра. Погрешность измерения напряжения при помощи данного вольтметра равна его цене деления. Запишите в ответ показания вольтметра в В с учётом погрешности измерений через точку с запятой. Например, если показания вольтметра (12 ± 3) В, то в ответе следует записать «12;3».",Нет,Да
vpr_sd_945452,physics,11,"Исследовалась зависимость удлинения пружины от массы подвешенных к ней грузов. Результаты измерений представлены в таблице. m , кг | 0 | 0,1 | 0,2 | 0,3 | 0,4 | 0,5 // x , м | 0 | 0,02 | 0,04 | 0,06 | 0,07 | 0,09 Погрешности измерений величин m и x равнялись соответственно 0,01 кг и 0,01 м. Выберите два утвреждения, соответствующие результатам этих измерений. 1) Коэффициент упругости пружины равен",Нет,Нет
vpr_sd_946109,physics,11,"Вам необходимо исследовать, как зависит средняя скорость прямолинейного движения шара от высоты наклонной плоскости, с которой он скатывается. Имеется следующее оборудование: — секундомер электронный; — 50 см линейка; — три шара разной массы; — наклонная плоскость; — стол. Опишите порядок проведения исследования. В ответе: 1. Зарисуйте или опишите экспериментальную установку. 2. Опишите порядок де",Нет,Нет
vpr_sd_945202,physics,11,"Установите соответствие между примерами и физическими явлениями, которые эти при-меры иллюстрируют. Для каждого примера проявления физических явлений из первого столбца подберите соответствующее название физического явления из второго столбца. ПРИМЕРЫ А) если в один сок налить другой, то они смешаются Б) образование росы ФИЗИЧЕСКИЕ ЯВЛЕНИЯ 1) магнитные свойства металлов 2) конденсация 3) вещество ",Нет,Нет
vpr_sd_945589,physics,11,"Температурные шкалы Термометр — это прибор для измерения температуры, в котором используются вещества, способные достаточно сильно менять определённые свои свойства при нагревании или охлаждении. Например, жидкостные термометры строятся на свойстве тел изменять свой объём при нагревании и охлаждении. Основной принцип построения температурной шкалы: выбор термометрического вещества, свойство его ра",Нет,Да
vpr_sd_945606,physics,11,"Распространение звука в различных средах Звук может распространяться только в упругой среде: газе, жидкости, твёрдых телах. В вакууме звук распространяться не может. Известно, что во время грозы мы сначала видим вспышку молнии и лишь через некоторое время слышим раскаты грома. Скорость звука в воздухе впервые была измерена в 1636 г. французским учёным М. Мерсенном. При температуре 20 °C она равна ",Нет,Нет
vpr_sd_945942,physics,11,"Прочитайте перечень понятий, с которыми вы сталкивались в курсе физики: площадь, мощность, зарево, электризация, механическая работа, конденсация. Разделите эти понятия на две группы по выбранному вами признаку. Запишите в таблицу название каждой группы и понятия, входящие в эту группу. Название группы понятий | Перечень понятий // | // |",Нет,Нет
vpr_sd_945323,physics,11,"Выберите два утверждения, которые верно описывают движение автомобиля, и запишите номера, под которыми они указаны: 1) Автомобиль не останавливался. 2) Автомобиль на 30 секунде своего пути остановился и поехал в обратном направлении. 3) Максимальный модуль ускорения автомобиля 2 м/с 2 . 4) Автомобиль с 10 секунд до 20 секунд двигался равноускоренно. 5) Максимальная скорость автомобиля была 50 км/ч",Нет,Нет
vpr_sd_945936,physics,11,"Неподвижный груз, расположенный на столе с бортиком, закреплен к столу с помощью пружины и тянется с помощью нити как показано на рисунке. Нарисуйте все силы, действующие на брус. Трением пренебречь.",Нет,Да
vpr_sd_945937,physics,11,"Прочитайте текст и вставьте слова, слова могут повторяться: 1) только потенциальная энергия 2) суммарный импульс 3) полная механическая энергия Две тележки одинаковой массы двигались навстречу друг другу с одинаковой скоростью. После абсолютно упругого столкновения тележки поехали в разные стороны с одинаковыми скоростями. В этой ситуации можно говорить о том, что ________________ системы равняетс",Нет,Нет
vpr_sd_945634,physics,11,"В закрытом сосуде находится смесь газов: кислород, углекислый газ, азот, метан. В состоянии термодинамического равновесия одинаковым параметром у этих газов будет: 1) концентрация; 2) температура; 3) молярная масса; 4) теплоёмкость.",Нет,Нет
vpr_sd_945334,physics,11,"На рисунке изображены два одинаковых электрометра. Шар электрометра А заряжен положительно и показывает 1 единицу заряда, а шар электрометра Б не заряжен. Каковы будут показания электрометров, если их шары соединить тонкой эбонитовой палочкой? Показания электрометра А | Показания электрометра Б // |",Нет,Да
vpr_sd_945421,physics,11,"К покоящемуся телу массой 1 кг, лежащему на шероховатой горизонтальной поверхности, прикладывают горизонтальную силу F . Коэффициент трения тела поверхность равен 0,4. Изобразите график зависимости ускорения тела от приложенной силы. (Ускорение свободного падения примите равным 10 м/с 2 .)",Нет,Нет
vpr_sd_945593,physics,11,Магнитный поток (поток вектора магнитной индукции) определяется: 1) магнитным полем Земли; 2) углом между вектором магнитной индукции и вектором нормали к поверхности контура; 3) длиной поверхности контура; 4) площадью поверхности контура; 5) диэлектрическими свойствами окружающей среды; 6) модулем вектора магнитной индукции. Выберите три правильных ответа и запишите соответствующие цифры.,Нет,Нет
vpr_sd_945258,physics,11,"Давление жидкости или газа в замкнутом объеме измеряют при помощи манометра. Погрешность измерения давления при помощи данного манометра равна его цене деления. Запишите в ответ показания давления в килопаскалях (КПа, KPA) с учётом погрешности измерений через точку с запятой. Например, если показания манометра (51 ± 5) КПа, то в ответе следует записать «51;5».",Нет,Да
vpr_sd_945451,physics,11,"Ученик провёл эксперимент по изучению выталкивающей силы. Для этого он использовал точный динамометр, стакан, три различные жидкости: воду, керосин и глицерин — и сплошной кубик с ребром a = 5 см. Погрешность шкалы динамометра равна 0,01 Н. Каждый раз ученик подвешивал к динамометру кубик и погружал его в жидкость. Результаты экспериментальных измерений представлены на графике зависимости показани",Нет,Да
vpr_sd_946073,physics,11,"Вам необходимо исследовать силу, необходимую для отрыва от поверхности жидкости, смачиваемого этой жидкостью, диска в зависимости от площади этого диска. Имеется следующее оборудование: — линейка; — набор из трех деревянных дисков разного радиуса с креплением в центре; — неограниченный набор из грузов, масса каждого 1 г; — штатив с нитью, блоками и подвесом для дисков и легкой чашей для грузов. — ",Нет,Нет
vpr_sd_945966,physics,11,"Установите соответствие между примерами и физическими явлениями, которые эти при-меры иллюстрируют. Для каждого примера проявления физических явлений из первого столбца подберите соответствующее название физического явления из второго столбца. ПРИМЕРЫ А) свечение метеорита в атмосфере земли Б) если подержать в руках холодную воду с холодильника, то она станет температуры тела ФИЗИЧЕСКИЕ ЯВЛЕНИЯ 1)",Нет,Нет
vpr_sd_945275,physics,11,"Какое физическое явление обуславливает работу конденсаторного микрофона? Микрофон — электроакустический прибор, преобразующий акустические колебания в электрический сигнал. Принцип работы микрофона заключается в том, что давление звуковых колебаний воздуха, воды или твёрдого вещества действует на тонкую мембрану микрофона. В свою очередь, колебания мембраны возбуждают электрические колебания; в за",Нет,Да
vpr_sd_945268,physics,11,"Микрофон — электроакустический прибор, преобразующий акустические колебания в электрический сигнал. Принцип работы микрофона заключается в том, что давление звуковых колебаний воздуха, воды или твёрдого вещества действует на тонкую мембрану микрофона. В свою очередь, колебания мембраны возбуждают электрические колебания; в зависимости от типа микрофона для этого используются явление электромагнитн",Нет,Да
vpr_sd_945291,physics,11,"Прочитайте текст и выполните задания 16—18. Ковалентная связь (от лат. co — «совместно» и vales — «имеющий силу») — химическая связь, образованная перекрытием (обобществлением) пары валентных электронных облаков. Обеспечивающие связь электронные облака (электроны) называются общей электронной парой. Термин ""ковалентная связь"" был впервые введён лауреатом Нобелевской премии Ирвингом Ленгмюром в 191",Нет,Да
vpr_sd_945234,physics,11,"Во сколько раз показатель теплового объемного расширения ацетона больше показателя уксусной кислоты? Ответ запишите с точностью до второго знака после запятой. Жидкое состояние обычно считают промежуточным между твёрдым телом и газом: газ не сохраняет ни объём, ни форму, а твёрдое тело сохраняет и то, и другое. Форма жидких тел может полностью или отчасти определяться тем, что их поверхность ведёт",Нет,Нет
vpr_sd_945235,physics,11,"Можно ли использовать этиловый эфир в качестве пусковой жидкости? Ответ поясните. Жидкое состояние обычно считают промежуточным между твёрдым телом и газом: газ не сохраняет ни объём, ни форму, а твёрдое тело сохраняет и то, и другое. Форма жидких тел может полностью или отчасти определяться тем, что их поверхность ведёт себя как упругая мембрана. Так, вода может собираться в капли. Но жидкость сп",Нет,Нет
vpr_sd_945224,physics,11,"Четыре металлических бруска (А, B, C, D) положили вплотную друг к другу, как показано на рисунке. Стрелки указывают направление теплопередачи от бруска к бруску. Температуры брусков в данный момент составляют 100 °C, 60 °C, 40 °C, 10 °C. Какой из брусков имеет температуру 10 °C?",Нет,Да
vpr_sd_946123,physics,11,"Автомобиль движется по прямому участку пути. На графике представлена зависимость его скорости от времени. Выберите два утверждения, которые верно описывают движение автомобиля, и запишите номера, под которыми они указаны: 1) Первые 10 с автомобиль движется равноускоренно, а следующие 10 с стоит на месте. 2) Первые 5 секунд автомобиль движется равноускоренно. 3) Минимальная скорость автомобиля 3 м/",Нет,Нет
vpr_sd_945636,physics,11,"На полу стоит стол. Нарисуйте силы, которые действуют на этот стол. Напишите, действие каких сил на стол компенсируется.",Нет,Нет
vpr_sd_945188,physics,11,"Четыре металлических бруска (A, B, C, D) положили вплотную друг к другу как показано на рисунке. Стрелки указывают направление теплопередачи от бруска к бруску. Температуры брусков составляют 100, 120, 130, 140 градусов Цельсия. Какой из брусков имеет температуру 130 °C?",Нет,Да
vpr_sd_945431,physics,11,"На уроке физики, посвящённому электрическим конденсаторам, учитель показывал опыт с плоским воздушным конденсатором ёмкостью 140 пФ, пластины которого находятся на расстоянии 15 мм друг от друга. В ходе опыта внутрь был вставлен тонкий металлический лист параллельно пластинам конденсатора и той же формы. Учитель менял положение пластины и определял ёмкость конденсатора. Изобразите график зависимос",Нет,Нет
vpr_sd_945529,physics,11,"Моющий пылесос подходит как для сухой, так и для влажной уборки и средняя мощность потребления составляет 1600 Вт. Определите среднее сопротивление моющего пылесоса при включении его в сеть с напряжением 220 В. Запишите формулы и сделайте расчёты.",Нет,Да
vpr_sd_945523,physics,11,С помощью тонометра проводились измерения кровяного давления. Шкала тонометра проградуирована в мм рт. ст. Погрешность измерений давления равна цене деления шкалы тонометра. Запишите в ответ показания тонометра в мм рт. ст. с учётом погрешности измерений. (В ответе запишите показания прибора и погрешность без пробелов и запятых. Например для случая (100 ± 5) Н в ответе следует записать 1005).,Нет,Да
vpr_sd_944892,physics,11,"К вертикально подвешенной пружине прикрепляют груз различной массы, вызывают вертикальные колебания груза и измеряют время 20 колебаний. Зависимость времени от массы груза представлена в таблице. Погрешность измерения массы Δ m = ±0,001 кг, времени Δ t = ±0,2 с. m , кг | 0,1 | 0,2 | 0,3 | 0,4 | 0,5 | 0,6 // t , c | 6,2 | 9,0 | 10,8 | 12,6 | 14,0 | 15,4 Коэффициент жёсткости пружины равен 1) 10 Н/м",Нет,Нет
vpr_sd_945508,physics,11,"Вам необходимо исследовать, как зависит период колебаний подвешенного на ленте груза от длины этой ленты. Имеется следующее оборудование: 1) секундомер электронный 2) мерная лента 3) набор из 2 грузов по 100 г 4) штатив с муфтой и лапкой Опишите порядок проведения исследования. В ответе: 1. Зарисуйте или опишите экспериментальную установку. 2. Опишите порядок действий при проведении исследования.",Нет,Нет
vpr_sd_945382,physics,11,"Установите соответствие между примерами и физическими явлениями, которые эти при-меры иллюстрируют. Для каждого примера проявления физических явлений из первого столбца подберите соответствующее название физического явления из второго столбца. ПРИМЕРЫ А) работа ветряных мельниц Б) образование росы ФИЗИЧЕСКИЕ ЯВЛЕНИЯ 1) магнитные свойства металлов 2) переход механической энергии в тепловую 3) вещес",Нет,Нет
vpr_sd_945931,physics,11,"Какое физическое явление обуславливает работу ядерного реактора? Атомная станция (АЭС) — ядерная установка , использующая для производства энергии (чаще всего электрической) ядерный реактор (реакторы), комплекс необходимых сооружений и оборудования. Ядерный реактор — устройство, предназначенное для организации управляемой самоподдерживающейся цепной реакции деления, которая всегда сопровождается в",Нет,Да
vpr_sd_945924,physics,11,"Атомная станция (АЭС) — ядерная установка, использующая для производства энергии (чаще всего электрической) ядерный реактор (реакторы), комплекс необходимых сооружений и оборудования. Ядерный реактор — устройство, предназначенное для организации управляемой самоподдерживающейся цепной реакции деления, которая всегда сопровождается выделением энергии. Превращение вещества сопровождается выделением ",Нет,Да
vpr_sd_946012,physics,11,"Прочитайте текст и выполните задания 16—18. Производство энергии за счёт ветра рассматривается как альтернатива, которой можно заменить генераторы электроэнергии, работающие за счёт сжигания нефти и угля. Сооружения на рисунке — это ветряные мельницы с лопастями, которые вращаются за счёт ветра. Благодаря этим вращениям генераторы производят электрический ток.",Нет,Да
vpr_sd_945535,physics,11,"Прочитайте перечень понятий, с которыми Вы сталкивались в курсе физики. Ваттметр, дозиметр, деление ядер, манометр, крутильные весы, сухое трение, деформация, преломление света. Разделите эти понятия на две группы по выбранному Вами признаку. Запишите в таблицу название каждой группы и понятия, входящие в эту группу. Название группы понятий | Перечень понятий // | // |",Нет,Да
vpr_sd_945560,physics,11,"Велосипедист движется по прямой улице. На графике представлена зависимость его перемещения от времени. Выберите два утверждения, которые верно описывают его движение. Запишите в ответ их номера. 1) Первые 100 метров пути велосипедист проехал за 10 секунд. 2) Велосипедист за 80 секунд проехал путь 400 м. 3) Велосипедист не двигался в течение 20 секунд. 4) Первые 50 секунд велосипедист двигался со с",Нет,Нет
vpr_sd_945922,physics,11,"На столе лежит груз, к которому прикреплена не растяжимая нить, за которую тянут в направлении края стола. Как направлены силы действующие на груз, лежащий на столе, если груз стоит. Куда направлена суммарная сила.",Нет,Да
vpr_sd_945547,physics,11,"Прочитайте текст и вставьте пропущенные слова. Слова в ответе могут повторяться. 1) уменьшается 2) увеличивается 3) не изменяется Груз на нити совершает колебания между точками 1 и 3. Сопротивлением воздуха пренебречь. При движении между точками 3 и 2 импульс груза __________, потенциальная энергия груза __________, кинетическая энергия груза __________.",Нет,Да
vpr_sd_946043,physics,11,Под действием какой частицы протекает ядерная реакция → 1) Протон 2) Электрон 3) Нейтрон 4) α-частица,Нет,Нет
vpr_sd_945488,physics,11,"На рисунке показаны спектры поглощения трёх смесей неизвестных газов (Х, Y и Z), а также спектры излучения известных газов 1 и 2. Какая из смесей содержит газ 1? В качестве ответа запишите букву, обозначающую смесь газов.",Нет,Да
vpr_sd_945429,physics,11,"Камень массой 100 г подбрасывают вертикально вверх, сообщая ему 18 Дж кинетической энергии. Изобразите график зависимости кинетической энергии камня от высоты в процессе его полёта. За начало координат примите точку подбрасывания. (Ускорение свободного падения примите равным 10 м/с 2 .)",Нет,Нет
vpr_sd_945651,physics,11,"Индукционный ток возникает в следующих опытах: 1) медную проволоку подсоединили к лампе на подставке; 2) в катушку, замкнутую на гальванометр, вдвигают другую катушку, замкнутую на источник питания; 3) источник питания соединили с резистором; 4) в катушку, замкнутую на гальванометр, вставлена другая катушка, замкнутая на источник постоянного тока и реостат, который может менять силу тока в цепи вт",Нет,Нет
vpr_sd_945950,physics,11,"Скорость измеряют при помощи спидометра. Погрешность измерения скорости при помощи данного спидометра равна его цене деления. Запишите в ответ показания спидометра в миль/ч (mph) с учётом погрешности измерений через точку с запятой. Например, если показания спидометра (51 ± 3) миль/ч, то в ответе следует записать «51;3».",Нет,Да
vpr_sd_945552,physics,11,"Установите соответствие между примерами и физическими явлениями, которые эти примеры иллюстрируют. Для каждого примера проявления физических явлений из первого столбца подберите соответствующее название физического явления из второго столбца. ПРИМЕРЫ А) Движение Луны вокруг Земли Б) Движение электрона вокруг атомного ядра ФИЗИЧЕСКИЕ ЯВЛЕНИЯ 1) Взаимодействие двух больших магнитов 2) Молекулярное в",Нет,Нет
vpr_sd_945181,physics,11,"Какое физическое явление обуславливает работу турбины АЭС? Атомная станция (АЭС) — ядерная установка , использующая для производства энергии (чаще всего электрической) ядерный реактор (реакторы), комплекс необходимых сооружений и оборудования. Ядерный реактор — устройство, предназначенное для организации управляемой самоподдерживающейся цепной реакции деления, которая всегда сопровождается выделен",Нет,Да
